Dirección;Código postal;Localidad;Provincia;Teléfono;lat;lng
Emilio Lluch, 10;46014;Valencia;Valencia;963575043;39.4623;-0.402411
Empedrat del Marxant, 5;08328;Alella;Barcelona;935401127;41.49389;2.29507
Esglesia, 317;08370;Calella;Barcelona;937691866;41.61673;2.66789
Explorador Andres, 25-27;46022;Valencia;Valencia;963729239;39.4719;-0.34593
Fabra i Puig, 48;08030;Barcelona;Barcelona;933458415;41.43026;2.18723
Felipe Valls, 61;46035;Valencia;Valencia;963406744;39.5017;-0.419304
Felip II, 178-184;08027;Barcelona;Barcelona;933522246;41.42523;2.1808558
Feria, 47;02004;Albacete;Albacete;967225508;38.996;-1.86208
Ferran, 10;08002;Barcelona;Barcelona;933024225;41.38072;2.17465
F. Garcia Lorca, 41223 Baixos 41223 Baixos;08170;Montornes del Valles;Barcelona;935681790;41.55454;2.26829
Fra Juniper Serra, 16;07014;Palma de Mallorca;Illes Balears;971280593;39.5702;2.629987
Francesc Layret, 14;08100;Mollet del Valles;Barcelona;935790569;41.545986;2.2041965
Francesc Macia, 2;08191;Rubi;Barcelona;936995700;41.4897;2.03142
Francesc Macia, 2;08401;Granollers;Barcelona;938706230;41.60327;2.28759
Francesc Macia, 37;08830;Sant Boi de Llobregat;Barcelona;936354365;41.34183;2.04123
Francisco Cubells, 56;46011;Valencia;Valencia;963674149;39.463158;-0.333121
Fueros, 13;01004;Vitoria-Gasteiz;Álava;945150530;42.84553;-2.669633
Fundación Campollano (Pol. Ind. Campollano, Calle C);02007;Albacete;Albacete;967191313;39.013264;-1.8800783
Gabriel Paya, 8;03610;Petrer;Alicante;965374972;38.4842;-0.771886
Gasco Oliag, 4;46010;Valencia;Valencia;963617251;39.47753;-0.357851
General Tovar, 3;46003;Valencia;Valencia;963875575;39.4731;-0.370102
General Vives, 54;35007;Las Palmas de Gran Canaria;Las Palmas;928276912;28.138405;-15.431285
Girona, 39-41;08520;Les Franqueses del Valles;Barcelona;938403000;41.61905;2.29593
Girona, 96;08380;Malgrat de Mar;Barcelona;937653981;41.650116;2.7455037
Gorgos, 15;46021;Valencia;Valencia;963693608;39.4767;-0.352989
Grabador Jordan, 63;46013;Valencia;Valencia;963742661;39.4438;-0.36786
Gran, 41032;08310;Argentona;Barcelona;937970156;41.554413;2.402075
Gran de Gracia, 85;08012;Barcelona;Barcelona;934155016;41.40058;2.1546
Gran Via, 153;08330;Premia de Mar;Barcelona;937523845;41.492107;2.3567483
Gran Via Corts Catalanes, 569;08011;Barcelona;Barcelona;934544598;41.38479;2.16174
Gran Via de Colon, 41;07300;Inca;Illes Balears;971881183;39.7187;2.91028
Gran Vía de Fernando "El Católico", 52;46008;Valencia;Valencia;963155260;39.473232;-0.38677454
Gran Vía de les Corts Catalanes, 524-526;08011;Barcelona;Barcelona;934529770;41.382088;2.159071
Gran Vía de Lluis Companys, 169;08330;Premia de Mar;Barcelona;937547074;41.492428;2.3573775
Gran Via del Rey Juan Carlos I;26005;Logroño;La Rioja;941205085;42.465202;-2.454215
Gran Vía de San Marcos, 3;24001;Leon;León;987875370;42.598232;-5.5726185
Gta. Cuatro Caminos, 6;28020;Madrid;Madrid;914560080;40.447174;-3.7038195
Gta. de Alcalá, 10;28814;Daganzo de Arriba;Madrid;918782490;40.54296;-3.4584055
Gta. de Cervantes s/n;13330;Villanueva de la Fuente;Ciudad Real;967396720;38.693176;-2.6954453
Gta. de los Cármenes, 1;28047;Madrid;Madrid;913602049;40.395626;-3.7434564
Gta. de los Músicos (Residencial Sta. Teresa de Ávila, Manzana A2 - Loc. 9);28770;Colmenar Viejo;Madrid;918458604;40.66765;-3.7765262
Gta. Marqués de Vadillo, 8;28019;Madrid;Madrid;915655045;40.397835;-3.7163987
Gta. Monte del Gozo;28050;Madrid;Madrid;917507143;40.50944;-3.66832
Gta. Rufino Novalvos;28025;Madrid;Madrid;915655484;40.386143;-3.730943
Gta. Ruiz Jiménez, 2;28015;Madrid;Madrid;915910185;40.42977;-3.7061791
Gta. Valle del Oro, 3;28019;Madrid;Madrid;914281600;40.38813;-3.7299104
Guardia Civil, 21;46020;Valencia;Valencia;963624262;39.4815;-0.356476
Guifre El Pelos, 8;08850;Gava;Barcelona;936389185;41.30678;1.9959793
Guillem de Castro, 127;46008;Valencia;Valencia;963912018;39.47513;-0.38411
G.V.fernando El Catolico, 19;46008;Valencia;Valencia;963822161;39.47115;-0.385829
G.V. Marques del Turia, 43;46005;Valencia;Valencia;963531967;39.4668;-0.369812
G.V. Marques del Turia, 64;46005;Valencia;Valencia;963163783;39.4676;-0.366894
Hilera, 7;29007;Malaga;Málaga;952071740;36.718372;-4.430832
Hospital 12 de Octubre (Av. de Córdoba, s/n);28041;Madrid;Madrid;915655090;40.37503;-3.6958492
Hospital, 36;12540;Vila-Real;Castellón;964522227;39.9343;-0.10511
Hospital Clínico Universitario San Carlos (C/ Profesor Martín Lagos, s/n);28040;Madrid;Madrid;915500775;40.43985;-3.7189472
Humbert Torres,2-E.prat de la Esq. Prat De La;25008;Lleida;Lleida;973225681;41.62054;0.622073
Independencia, 147;08915;Badalona;Barcelona;933995702;41.458454;2.2420692
Irlanda, 68;08922;Santa Coloma de Gramanet;Barcelona;934660747;41.44954;2.21417
Isaac Peral, 17;23700;Linares;Jaén;953607110;38.0958;-3.63327
Islas Canarias, 126;46023;Valencia;Valencia;963305195;39.4627;-0.344213
Jacinto Verdaguer, 135;08620;Sant Vicenç Dels Horts;Barcelona;936724496;41.397297;2.007799
Jacint Verdaguer, 12;08500;Vic;Barcelona;938836415;41.93075;2.25198
Jacint Verdaguer, 16-18;17220;Sant Feliu de Guixols;Girona;972327047;41.782;3.02995
Jaime Roig, 4;46010;Valencia;Valencia;963390015;39.4779;-0.364072
Jaume Isern, 75;08302;Mataro;Barcelona;937587150;41.54044;2.43644
Jeromin, S/N;28911;Leganes;Madrid;916945261;40.328335;-3.764045
Joan Guell, 5;08028;Barcelona;Barcelona;934906033;41.3759;2.13443
Joaquin Costa, 38;46005;Valencia;Valencia;963731072;39.464832;-0.366261
Jose Benlliure, 270;46011;Valencia;Valencia;963712052;39.4691;-0.330323
Jose Isbert, 1;02001;Albacete;Albacete;967217751;38.9966;-1.85075
Jose Maria Haro, 7;46022;Valencia;Valencia;963729337;39.467896;-0.339102
Jose Maria Pereda, 5;39300;Torrelavega;Cantabria;942801482;43.3495;-4.05201
Juan Carlos I, 25;03600;Elda;Alicante;965390212;38.478485;-0.791615
Juan Ramon Jimenez, 14;46930;Quart de Poblet;Valencia;961548574;39.47673;-0.4614
Julia Gual, 17-19;08304;Mataro;Barcelona;937414317;41.54343;2.43381
La Marina Alta, 4;46015;Valencia;Valencia;963465770;39.490814;-0.402673
La Parellada, 59;08720;Vilafranca del Penedes;Barcelona;938920968;41.3461;1.70094
La Placeta, 2;08430;La Roca del Valles;Barcelona;938420220;41.58628;2.32422
Lapurdi Kalea, 16-18;48960;Galdakao;Vizcaya;944560396;43.2303;-2.84575
La Riera, 4;08420;Canovelles;Barcelona;938402240;41.614456;2.2831447
La Riera, 46;08301;Mataro;Barcelona;937556273;41.53987;2.44558
Laurea Miro, 332-336;08980;Sant Feliu de Llobregat;Barcelona;936327723;41.38738;2.03958
Lehendakari Aguirre, 39;48970;Basauri;Vizcaya;944266634;43.2365;-2.88248
Lerida, 30;46009;Valencia;Valencia;963407300;39.484;-0.378706
Les Escoles, 6;08359;Sant Iscle de Vallalta;Barcelona;937946074;41.62452;2.56967
Libertad, 45;12500;Vinaros;Castellón;964452004;40.4749;0.473936
Lorca, 8;46018;Valencia;Valencia;963855959;39.4683;-0.392268
Los Alamos, 42-44;08301;Mataro;Barcelona;937963700;41.5456;2.4454932
Luis Vives, 1;07003;Palma de Mallorca;Illes Balears;971207551;39.58;2.64744
Lumiere, 13;08191;Rubi;Barcelona;935861285;41.48642;2.03536
Maestro Guerrero, 10;46008;Valencia;Valencia;963824804;39.4735;-0.392836
Maestro Valls, 25;46022;Valencia;Valencia;963305401;39.4649;-0.342014
Mairena, 13;41500;Alcala de Guadaira;Sevilla;955699506;37.337776;-5.843217
Major, 113;17190;Salt;Girona;972242600;41.9758;2.79583
Major, 2;08389;Palafolls;Barcelona;937620092;41.667217;2.7491744
Major, 2;08394;Sant Vicenç de Montalt;Barcelona;937910764;41.57904;2.50824
Major, 26;46760;Tavernes de la Valldigna;Valencia;962820159;39.0725;-0.266054
Major, 95;08470;Sant Celoni;Barcelona;938674893;41.68953;2.49071
Malaga, 37;46009;Valencia;Valencia;963491022;39.484425;-0.383132
Mallorca, 162-164;08036;Barcelona;Barcelona;934531487;41.388382;2.1554258
Manel Farres, 103;08173;Sant Cugat del Valles;Barcelona;935895010;41.474;2.0698
Manuel Candela, 25;46021;Valencia;Valencia;963693496;39.4681;-0.350457
Manzana, 14;28902;Getafe;Madrid;916832592;40.308155;-3.727792
Marcelo Usera, 146;28026;Madrid;Madrid;914690145;40.3852;-3.71169
Mare de Deu del Port, 301;08038;Barcelona;Barcelona;933312012;41.36061;2.14025
Maria Auxiliadora, 21;41710;Utrera;Sevilla;955867729;37.1838;-5.77909
Maria de Molina 39 9ª;28006;Madrid;Madrid;917824638;40.437622;-3.679432
Marquesa de Canillejas, 28;33510;Pola de Siero;Asturias;985725122;43.391;-5.66255
Marques de Molins, 8;02001;Albacete;Albacete;967213091;38.9942;-1.85438
Marques de Molins, 8 Planta 2 Planta 2;02001;Albacete;Albacete;967193840;38.9942;-1.85438
Matias Perello, 22;46005;Valencia;Valencia;963346804;39.461388;-0.368023
Mayor, 1;46725;Rotova;Valencia;962835217;38.9326;-0.257342
Mayor, 15;22700;Jaca;Huesca;974356306;42.5698;-0.550411
Mayor San Jaime, 56;12540;Vila-Real;Castellón;964520362;39.938217;-0.09954
Melquiades Alvarez, 19;33003;Oviedo;Asturias;985208430;43.36498;-5.851712
Mestre J. Jambert, 10;08348;Cabrils;Barcelona;937532304;41.5255;2.36833
Miguel Batlle, 7;08390;Montgat;Barcelona;934692497;41.46755;2.27876
Mn. Jacint Verdaguer, 152-154;08923;Santa Coloma de Gramanet;Barcelona;933920103;41.450127;2.219579
Mossen Camil Rossell, 59-61;08921;Santa Coloma de Gramanet;Barcelona;934662851;41.45311;2.21248
Muntaner, 262;08021;Barcelona;Barcelona;932090499;41.3953;2.14802
Muralla Sant Llorenç, 19-21;08302;Mataro;Barcelona;937962161;41.53863;2.444079
Nicolas Factor, 23-Bis Bis;46018;Valencia;Valencia;963773889;39.4616;-0.391978
Nou, 147-149;17600;Figueres;Girona;972513531;42.26151;2.96586
Nou, 44;08395;Sant Pol de Mar;Barcelona;937602220;41.602;2.62417
Ntra. Sra. de la Asuncion, 69;46240;Carlet;Valencia;962531545;39.2236;-0.518771
Ntra. Sra. de L'Esperança, S/N S/n;08304;Mataro;Barcelona;937985116;41.547855;2.4418912
Nuria, 18;08330;Premia de Mar;Barcelona;937521103;41.49543;2.35444
Olivo, 8-Local 1 y 2 Local 1 Y 2;28980;Parla;Madrid;916986940;40.2344;-3.77319
Ollers, 78 (Pol. Ind. de Marratxí);07141;Marratxi;Illes Balears;971605430;39.622448;2.7179039
Olof Palme, 16-18;08917;Badalona;Barcelona;934658766;41.45455;2.227293
Olta, 55;46006;Valencia;Valencia;963346705;39.4535;-0.373889
Onze de Setembre, 26-30;17230;Palamos;Girona;972317620;41.848766;3.128735
Pablo Iglesias, 41-43;08302;Mataro;Barcelona;937417548;41.53188;2.43196
Pablo Iglesias, 71-77;08016;Barcelona;Barcelona;933597270;41.44493;2.1825402
Padilla, 1;46001;Valencia;Valencia;963510784;39.4697;-0.378792
Padilla, 286;08025;Barcelona;Barcelona;934353305;41.40743;2.17491
Padre Espla, 9;03013;Alicante;Alicante;965201711;38.356;-0.479193
Pais Valencia, 2;46930;Quart de Poblet;Valencia;961546628;39.4829;-0.44205
Palacio, 1;46183;L'Eliana;Valencia;962741349;39.5663;-0.529983
Pare Roca, 14;17800;Olot;Girona;972262854;42.18184;2.48343
Parque del Oeste, 34;12006;Castellon de la Plana;Castellón;964254488;39.980614;-0.0469628
Pasaje del Císter, 1;05001;Avila;Ávila;920236106;40.656464;-4.690315
Pasaje del Doctor Calatayud, 24;03680;Aspe;Alicante;965496027;38.3473;-0.767004
Pasaje de Sancho Álvarez, 11;45710;Madridejos;Toledo;925467010;39.468513;-3.5350046
Paseo Alberto Palacios, 3;28021;Madrid;Madrid;917100080;40.34648;-3.7094882
Paseo Alcalde Juan Sancho, 12;46780;Oliva;Valencia;962851954;38.9236;-0.120238
Paseo Buenavista, 3;12100;Castellon de la Plana;Castellón;964284224;39.970493;0.013205
Paseo Castellana,168;28046;Madrid;Madrid;913531500;40.459675;-3.6894536
Paseo Circunvalacion, 92;02006;Albacete;Albacete;967590481;38.987;-1.86692
Paseo de Alberto Palacios, 42;28021;Madrid;Madrid;917100010;40.345074;-3.7127674
Paseo de Alfonso XIII, 46;30203;Cartagena;Murcia;968320041;37.606693;-0.98159194
Paseo de Almería, 55;04001;Almeria;Almería;950621003;36.83765;-2.4632013
Paseo de Arroyomolinos, 27;28934;Mostoles;Madrid;916655500;40.310825;-3.8756287
Paseo de Begoña, 10;33201;Gijon;Asturias;985175055;43.539356;-5.6616855
Paseo de Colón, 10;18220;Albolote;Granada;958467728;37.22889;-3.6537158
Paseo de Colón, 9;20301;Irun;Guipuzcoa;943634497;43.339554;-1.7904496
Paseo de Dintre, 19;17300;Blanes;Girona;972353475;41.67369;2.79144
Paseo de Extremadura, 164;28011;Madrid;Madrid;915267020;40.409557;-3.7397933
Paseo de Extremadura, 23;28011;Madrid;Madrid;915267040;40.413704;-3.7278664
Paseo de Extremadura,  63;28011;Madrid;Madrid;915267030;40.412205;-3.7317696
Paseo de Guadalajara, 38;28700;San Sebastian de los Reyes;Madrid;916587025;40.559536;-3.6353066
Paseo de Heriz, 1;20008;San Sebastian;Guipuzcoa;943317422;43.306297;-2.0518155
Paseo de la Alameda, 26;28804;Alcala de Henares;Madrid;918870140;40.482365;-3.3547997
Paseo de la Alameda, 35;46023;Valencia;Valencia;963169059;39.45668;-0.3486112
Paseo de la Bonanova, 99;08017;Barcelona;Barcelona;932061520;41.401615;2.1247268
Paseo de la Castellana, 126;28046;Madrid;Madrid;915614176;40.449673;-3.690389
Paseo de la Castellana, 95;28046;Madrid;Madrid;915980395;40.45153;-3.6911817
Paseo de la Chopera, 121;28100;Alcobendas;Madrid;916573614;40.54478;-3.652203
Paseo de la Chopera, 325;28100;Alcobendas;Madrid;916574900;40.545063;-3.659799
Paseo de la Chopera, 7;28100;Alcobendas;Madrid;916573175;40.538437;-3.6385882
Paseo de la Chopera, 92;28100;Alcobendas;Madrid;916573575;40.54358;-3.6440492
Paseo de la Constitucion, 18;50008;Zaragoza;Zaragoza;976226655;41.647778;-0.881641
Paseo de la Estación, 10;05001;Avila;Ávila;920353082;40.656345;-4.687847
Paseo de la Estación, 19;05001;Avila;Ávila;920221025;40.6571;-4.6852856
Paseo de la Estación, 60;23007;Jaen;Jaén;953294900;37.77917;-3.7896395
Paseo de la Estacion, 9;23007;Jaen;Jaén;953295620;37.769867;-3.788275
Paseo de la Florida, 2;33012;Oviedo;Asturias;985965000;43.36864;-5.86877
Paseo de la Florida, 8;28008;Madrid;Madrid;915401980;40.422184;-3.7222054
Paseo de La Habana;28945;Fuenlabrada;Madrid;916856010;40.29403;-3.78335
Paseo del Altillo, 10;18690;Almuñecar;Granada;958882130;36.731308;-3.6909342
Paseo de la Mar, 16-18;07181;Palmanova;Illes Balears;971135767;39.523678;2.538598
Paseo de la Misericordia, 1;43205;Reus;Tarragona;977338045;41.149525;1.1053866
Paseo de la Riera, 81;08329;Teia;Barcelona;935553769;41.49917;2.3210013
Paseo de Las Acacias, 19;28005;Madrid;Madrid;915179130;40.40419;-3.7054932
Paseo de las Acacias, 52;28005;Madrid;Madrid;915179110;40.401722;-3.712467
Paseo de las Carmelitas, 20;37007;Salamanca;Salamanca;923282048;40.969795;-5.6650734
Paseo de las Delicias, 55;28045;Madrid;Madrid;915062700;40.40119;-3.6938953
Paseo de Las Delicias, 6;28045;Madrid;Madrid;915063000;40.406544;-3.6934605
Paseo de las Delicias, 82;28045;Madrid;Madrid;915062500;40.39856;-3.6942308
Paseo de las Germanías, 22;46701;Gandia;Valencia;962874140;38.96545;-0.1819396
Paseo de las Palmeras, 5 (San Pedro de Alcántara);29670;Marbella;Málaga;952799580;36.48397;-4.9889984
Paseo de las Yeserías, 39;28005;Madrid;Madrid;915179140;40.39788;-3.7075732
Paseo del Ayuntamiento, 13;34880;Guardo;Palencia;979853304;42.788727;-4.8444395
Paseo de la Zona Franca, 148-150;08004;Barcelona;Barcelona;932988050;41.359272;2.1398878
Paseo del Deleite, 40;28300;Aranjuez;Madrid;918090122;40.02511;-3.6156607
Paseo del General Martínez Campos, 30;28010;Madrid;Madrid;917000630;40.434986;-3.6940482
Paseo del Mediterráneo, 345;04638;Mojacar;Almería;950472085;37.133926;-1.8302321
Paseo del Mercadal, 7;26500;Calahorra;La Rioja;941145070;42.304153;-1.9641682
Paseo del Molino, 8;28045;Madrid;Madrid;915394182;40.389744;-3.692404
Paseo de los Alemanes, 2;28290;Las Matas;Madrid;916308920;40.55237;-3.8961105
Paseo de los Curas, 21;28803;Alcala de Henares;Madrid;918826481;40.477623;-3.369685
Paseo de los Jesuitas, 2;28011;Madrid;Madrid;915267135;40.41079;-3.7303715
Paseo de los Rosales, 25;30500;Molina de Segura;Murcia;968389640;38.05239;-1.2127703
Paseo del Redondillo, 2;28770;Colmenar Viejo;Madrid;918459910;40.65752;-3.776301
Paseo del Rollo, 78-80;37003;Salamanca;Salamanca;923186804;40.967716;-5.6488624
Paseo de Mallorca, 5;07011;Palma de Mallorca;Illes Balears;971220017;39.572803;2.6414635
Paseo de Muñoz Grandes, 26;28025;Madrid;Madrid;913602025;40.38648;-3.741727
Paseo de Pamplona, 21;50004;Zaragoza;Zaragoza;976206120;41.649265;-0.887453
Paseo de Pedro Simón Abril, 2;02002;Albacete;Albacete;967550112;38.989975;-1.8568108
Paseo de Recoletos, 21;28004;Madrid;Madrid;913604016;40.42234;-3.6921787
Paseo de San Francisco de Sales, 10;28003;Madrid;Madrid;914517122;40.440193;-3.7161229
Paseo de San Millán de la Cogolla, 2;28050;Madrid;Madrid;917506836;40.50533;-3.6708584
Paseo de San Roque, 19;05003;Avila;Ávila;920223249;40.653725;-4.6887264
Paseo de Sant Joan, 135;08037;Barcelona;Barcelona;934763800;41.401237;2.1670318
Paseo de Santo Tomás, 20;05003;Avila;Ávila;920251633;40.652374;-4.691763
Paseo de Sarasate, 3;31002;Pamplona;Navarra;948206616;42.815517;-1.64383
Paseo de Torras i Bages, 32;08030;Barcelona;Barcelona;932745110;41.437733;2.1914506
Paseo de Zorrilla, 340;47008;Valladolid;Valladolid;983246232;41.620647;-4.7482133
Paseo de Zorrilla, 68;47006;Valladolid;Valladolid;983457028;41.642654;-4.736829
Paseo de Zorrilla, 83;47007;Valladolid;Valladolid;983457032;41.63499;-4.739556
Paseo Dr. Torres Villarroel, 11;37005;Salamanca;Salamanca;923125068;40.970993;-5.6634083
Paseo Estación, 2;37003;Salamanca;Salamanca;923125320;40.96884;-5.6570554
Paseo Federico Soto, 5;03003;Alicante;Alicante;965210523;38.34434;-0.489626
Paseo Jacinto Verdaguer, 14;17310;Lloret de Mar;Girona;972346179;41.6993;2.849
Paseo Lorenzo Serra, 29;08922;Santa Coloma de Gramanet;Barcelona;933866123;41.4506;2.20585
Paseo Maragall, 25-27;08026;Barcelona;Barcelona;934462900;41.414547;2.1807861
Paseo Marítimo, 17;07560;Cala Millor;Illes Balears;971813082;39.6043;3.38745
Paseo Marqués de Zafra, 31;28028;Madrid;Madrid;917240720;40.425938;-3.6647103
Paseo Pereda,18;39004;Santander;Cantabria;942367220;43.462;-3.801637
Paseo Ramon Berenguer, 88-90;08303;Mataro;Barcelona;937984645;41.53767;2.42578
Paseo Reina Cristina,36;28014;Madrid;Madrid;915130130;40.40727;-3.6793375
Paseo Sagasta, 50;50007;Zaragoza;Zaragoza;976259516;41.64211;-0.886327
Paseo San Gregorio, 11;13500;Puertollano;Ciudad Real;926440016;38.6876;-4.107669
Paseo Sta. María de la Cabeza, 85;28045;Madrid;Madrid;915179040;40.397507;-3.7022746
Paseo Valdelasfuentes, 8;28100;Alcobendas;Madrid;914903190;40.550087;-3.6529863
Paseo Valldaura, 192-196;08042;Barcelona;Barcelona;933545598;41.43856;2.1706796
Passatge Riu Mugent, Local 16 Local 16;08917;Badalona;Barcelona;933970803;41.449615;2.2333763
Passeig de Fabra i Puig, 253;08031;Barcelona;Barcelona;934072930;41.430283;2.172439
Passeig de García Fària, 57;08019;Barcelona;Barcelona;933035660;41.403557;2.21367
Passeig de Gràcia, 103;08008;Barcelona;Barcelona;932720749;41.395893;2.1597898
Passeig de Gracia, 118;08008;Barcelona;Barcelona;934150410;41.39735;2.158774
Passeig de Joan de Borbó, 5;08003;Barcelona;Barcelona;932954422;41.38102;2.1869986
Passeig de la Florida, 10;08130;Santa Perpetua de Mogoda;Barcelona;935602443;41.53135;2.1844795
Passeig de la Sort, 19-21;43830;Torredembarra;Tarragona;977640100;41.1436;1.39888
Passeig del Doctor Moragas, 212;08210;Barbera del Valles;Barcelona;937479190;41.514893;2.125007
Passeig de Les Germanies, 82;46702;Gandia;Valencia;962865703;38.9668;-0.189922
Passeig de Llorenç Serra, 9;08922;Santa Coloma de Gramanet;Barcelona;934665405;41.45098;2.2074876
Passeig del Mar, 1;17230;Palamos;Girona;972319711;41.847397;3.1279266
Passeig del Montseny, 18;08474;Gualba;Barcelona;938487216;41.73108;2.50332
Passeig de Maragall, 273;08032;Barcelona;Barcelona;934362150;41.42655;2.1724606
Passeig de Maragall, 322;08031;Barcelona;Barcelona;934201930;41.427464;2.168186
Passeig de Mata, 40;43202;Reus;Tarragona;977338053;41.159306;1.1009368
Passeig Eres de Santa Llusia,;03202;Elche;Alicante;965451007;38.2674;-0.696645
Passeig Prim, 14;43202;Reus;Tarragona;977328434;41.15216;1.1030827
Passeig Prim, 38;43202;Reus;Tarragona;977328433;41.150436;1.104243
Patricio Ferrandiz, 11;03700;Denia;Alicante;965786812;38.8365;0.104392
Pedro de la Creu, 24;08034;Barcelona;Barcelona;932031996;41.39782;2.12245
Pep Ventura, 22-26;17480;Roses;Girona;972154665;42.26582;3.17536
Pi i Margall, 39;08980;Sant Feliu de Llobregat;Barcelona;936327947;41.3814;2.04752
Pi i Margall, 72;08025;Barcelona;Barcelona;932190414;41.4091;2.16405
Pintor Gisbert, 5;03005;Alicante;Alicante;965921658;38.348125;-0.494651
Pintor Juan Guillermo, 5;35011;Las Palmas de Gran Canaria;Las Palmas;928298339;28.1259;-15.4388
Pintor Sorolla, 8 Planta Baja (so;46002;Valencia;Valencia;963875280;39.4713;-0.372698
Plaça Constitucio, 7-8;43850;Cambrils;Tarragona;977368031;41.067;1.05643
Plaça de la Vila, 11;08459;Sant Antoni de Vilamajor;Barcelona;938452332;41.67339;2.401006
Plaça del Turers, 20;17820;Banyoles;Girona;972584083;42.1162;2.7636
Plaça Espanyola, 17;08903;L'Hospitalet de Llobregat;Barcelona;934486600;41.370766;2.1220853
Plaça Francesc Macia, 2;08440;Cardedeu;Barcelona;938454900;41.6394;2.3579917
Plaça Major, 24-25;08460;Santa Maria de Palautordera;Barcelona;938482418;41.703117;2.435804
Placeta de Sant Joan, 45;17220;Sant Feliu de Guixols;Girona;972326933;41.782097;3.0287814
PLAZA DE LA IGLESIA, 6;40145;Muñopedro;Segovia;921179434;40.89838;-4.17099
PLAZA REINA DOÑA JUANA, 5;40408;Las Navas de San Antonio;Segovia;921193073;40.94986;-4.12037
Poeta Carles Salvador, 11;46020;Valencia;Valencia;963695325;39.486;-0.359534
Poeta Llorente, 25;46701;Gandia;Valencia;962865129;38.9726;-0.177391
Poeta Serrano Clavero, 22;46025;Valencia;Valencia;963470399;39.491955;-0.389378
Pou de la Vila, 16-18;17320;Tossa de Mar;Girona;972341803;41.7201;2.93215
Profesor Lopez Ibor, 8-9;46015;Valencia;Valencia;963482611;39.476303;-0.400365
Puigcerda, 289;08020;Barcelona;Barcelona;933053604;41.422222;2.200967
Pujada del Castell, 11;17600;Figueres;Girona;972678010;42.266853;2.959648
Pujos, 34;08904;L'Hospitalet de Llobregat;Barcelona;933337883;41.37345;2.11864
Pza. Abilio Calderón, s/n;34001;Palencia;Palencia;979706022;42.009827;-4.529137
Pza.abu Yahya, 2 Esq. Ausias M Esq. Ausias Mar;07003;Palma de Mallorca;Illes Balears;971203001;39.5823;2.65214
Pza. Alfonso XII, 3;43500;Tortosa;Tarragona;977448731;40.8099;0.521346
Pza. Artesanos, 6;28037;Madrid;Madrid;913135800;40.42649;-3.61719
Pza. Barcelona, 4;03206;Elche;Alicante;965436084;38.2717;-0.706998
Pza. Carlos Castel, 19;44001;Teruel;Teruel;978617006;40.34293;-1.1071777
Pza. Castilla, 3;28046;Madrid;Madrid;917320140;40.465942;-3.6900544
Pza. Celenque, 2;28013;Madrid;Madrid;913792365;40.417534;-3.7059348
Pza. Central (Urb. Ciudad Expo, loc. 14 y 33);41927;Mairena del Aljarafe;Sevilla;954186510;37.35681;-6.0476627
Pza. Chamberí, 8;28010;Madrid;Madrid;914464090;40.432827;-3.6975431
Pza. Circular, 12;47002;Valladolid;Valladolid;983217048;41.647537;-4.717615
Pza. Colon, 22;46900;Torrent;Valencia;961559811;39.43631;-0.463825
Pza. Colon, 2;47004;Valladolid;Valladolid;983218580;41.6443;-4.72655
Pza. Consistorial, 10;28794;Guadalix de la Sierra;Madrid;918475900;40.784615;-3.6925313
Pza. Constitución, 13;13630;Socuellamos;Ciudad Real;926539400;39.2867;-2.7935195
Pza. Constitución, 7;28570;Orusco de Tajuña;Madrid;918724279;40.285706;-3.2089727
Pza. Crevillente, 7;03201;Elche;Alicante;965442651;38.2624;-0.708479
Pza. Cristóbal Colón, 7;28220;Majadahonda;Madrid;916347265;40.469334;-3.870649
Pza. Cueva Santa, 8;12410;Altura;Castellón;964146514;39.851467;-0.51267743
Pza. d'Alfons XII, 7;43500;Tortosa;Tarragona;977449042;40.809532;0.5215471
Pza. D. Antonio de Andrés, 1;28032;Madrid;Madrid;913716006;40.401962;-3.6060805
Pza. de Adolfo Giménez del Río, 1;46821;Chella;Valencia;962220027;39.041904;-0.65942645
Pza. de Alonso Quijano, 2;13710;Argamasilla de Alba;Ciudad Real;926539500;39.128902;-3.0903554
Pza. de América;10001;Caceres;Cáceres;927626021;39.46802;-6.3794947
Pza. de Andrés Soloaga, 1;28024;Madrid;Madrid;915121500;40.39463;-3.7685788
Pza. de Aragón, 4;50004;Zaragoza;Zaragoza;976206005;41.648235;-0.8842837
Pza. de Arnau de Vilanova, 21;12183;Vilanova D'Alcolea;Castellón;964707160;40.230522;0.07286757
Pza. de Ausiàs March, 4;46722;Beniarjo;Valencia;962800359;38.932182;-0.18747032
Pza. de Azárate, 1;51001;Ceuta;Ceuta;956524023;35.88913;-5.303999
Pza. de Biarritz (Av. de Arcos de la Frontera);11405;Jerez de la Frontera;Cádiz;956391054;36.68946;-6.1098146
Pza. de Blimea, 1;28523;Rivas Vaciamadrid;Madrid;916702712;40.363125;-3.5471196
Pza. de Calvo Sotelo, 14;05210;Horcajo de Las Torres;Ávila;920327009;41.065;-5.09105
Pza. de Calvo Sotelo, 9;28695;Navas del Rey;Madrid;918605800;40.38342;-4.264103
Pza. de Canalejas, 3;12120;Lucena del Cid;Castellón;964380058;40.1379;-0.280892
Pza. de Carles III, 14;43540;Sant Carles de la Rapita;Tarragona;977743460;40.620155;0.592595
